50.01 1.22315 1.80304 2.23543 0.0146769 -3.68047 -4.76003 -4.73669 -4.38053 -3.99169 -1.97289 1.91611 3.17496 3.05992 4.14826 4.0282 2.39281 0.800342 -0.0142153 -0.103637 -1.65314 -5.02795 -6.49613 -5.9566
50.06 1.63249 2.29806 2.75183 0.44016 -3.3782 -4.48422 -4.60874 -4.72708 -4.67575 -2.76602 1.06492 2.40866 2.64742 4.33842 4.45786 2.83198 1.39039 0.6246 0.458877 -1.22371 -4.79571 -6.41321 -5.95069
50.11 1.93492 2.61383 3.10301 0.879709 -2.97105 -4.17668 -4.42294 -4.89772 -5.09273 -3.46299 0.124761 1.53133 2.13436 4.40842 4.77518 3.21104 1.96421 1.2535 0.992954 -0.807739 -4.51822 -6.25269 -5.86422
50.16 2.14636 2.79884 3.30475 1.31385 -2.45941 -3.80019 -4.18027 -4.97232 -5.33983 -4.05869 -0.846889 0.582934 1.54551 4.35669 4.97179 3.53091 2.52745 1.87901 1.50493 -0.400493 -4.19174 -6.01212 -5.69947
50.21 2.27266 2.8794 3.36507 1.66992 -1.78372 -3.10818 -3.81324 -5.06011 -5.51889 -4.5866 -1.84189 -0.431048 0.884492 4.17275 5.03404 3.79006 3.09544 2.52532 2.02191 0.0204495 -3.80631 -5.68717 -5.45764
50.26 2.32699 2.88548 3.33258 1.94231 -1.03637 -2.21741 -3.33357 -5.09459 -5.60717 -5.03001 -2.84137 -1.50116 0.149595 3.82685 4.91441 3.94982 3.66808 3.21781 2.57557 0.481576 -3.35363 -5.27658 -5.13961
50.31 2.3299 2.85039 3.25809 2.15458 -0.310404 -1.29034 -2.77881 -5.03056 -5.59118 -5.29476 -3.76599 -2.60427 -0.651147 3.30324 4.57251 3.95497 4.21668 3.95373 3.17011 0.984939 -2.84351 -4.79283 -4.75206
50.36 2.30068 2.79846 3.1723 2.32331 0.350298 -0.416054 -2.1669 -4.83905 -5.48757 -5.38885 -4.55313 -3.68394 -1.49307 2.61697 4.01201 3.77965 4.69562 4.69285 3.78325 1.51691 -2.29116 -4.25143 -4.30389
50.41 2.25486 2.74518 3.07786 2.44663 0.930646 0.36688 -1.54373 -4.53979 -5.30799 -5.36003 -5.14261 -4.64487 -2.34124 1.80625 3.27613 3.44139 5.06121 5.37101 4.37013 2.0472 -1.71829 -3.67172 -3.80831
50.46 2.19929 2.69418 2.973 2.51951 1.41991 1.03806 -0.93071 -4.15776 -5.08369 -5.25786 -5.48746 -5.35788 -3.14522 0.908053 2.41664 2.98047 5.29696 5.94245 4.88861 2.53979 -1.15241 -3.07957 -3.28694
50.51 2.13639 2.64288 2.85507 2.54371 1.82063 1.59984 -0.320156 -3.69451 -4.83127 -5.11808 -5.68619 -5.81734 -3.83041 -0.0353417 1.47578 2.43178 5.40983 6.39605 5.32759 2.98771 -0.595968 -2.48022 -2.74964
50.56 2.07265 2.57329 2.70691 2.5272 2.14097 2.05455 0.266005 -3.0821 -4.33057 -4.87581 -5.87407 -6.15989 -4.43562 -1.00676 0.473963 1.81851 5.41666 6.74075 5.69621 3.40581 -0.0287605 -1.85778 -2.19011
50.61 2.00408 2.47979 2.52155 2.46692 2.3856 2.40969 0.787718 -2.3122 -3.54014 -4.44337 -6.01177 -6.45169 -4.99977 -2.02022 -0.602322 1.13529 5.30634 6.96349 5.99323 3.81184 0.582775 -1.1806 -1.58777
50.66 1.89872 2.33557 2.29994 2.36629 2.5768 2.70741 1.255 -1.52378 -2.65699 -3.88154 -6.01277 -6.64359 -5.48811 -3.04226 -1.73199 0.389902 5.05415 7.02007 6.17797 4.19222 1.25945 -0.419833 -0.920924
50.71 1.75125 2.13661 2.04028 2.23186 2.73991 2.98883 1.68871 -0.784115 -1.80663 -3.27591 -5.88206 -6.7122 -5.86332 -4.00867 -2.85107 -0.383802 4.65116 6.87008 6.19208 4.50204 1.99506 0.437326 -0.177563
50.76 1.56458 1.88894 1.74348 2.0711 2.89519 3.28143 2.10576 -0.115962 -1.04249 -2.67079 -5.64285 -6.66724 -6.10375 -4.85507 -3.89233 -1.15559 4.10172 6.49798 5.99257 4.68563 2.75193 1.37585 0.635276
50.81 1.34109 1.59663 1.40984 1.88684 3.05092 3.59366 2.51135 0.476033 -0.379795 -2.07775 -5.31264 -6.5164 -6.19249 -5.53898 -4.81469 -1.90753 3.42634 5.92373 5.57679 4.70638 3.47333 2.34925 1.48563
50.86 1.08296 1.26243 1.03935 1.67816 3.20459 3.91757 2.89734 0.986477 0.170887 -1.50737 -4.85681 -6.15462 -6.08329 -6.09406 -5.63618 -2.63783 2.65918 5.19803 4.98734 4.57073 4.11912 3.30636 2.33129
50.91 0.79233 0.888625 0.632982 1.44304 3.34714 4.23632 3.25057 1.41322 0.605356 -0.979384 -4.19937 -5.50509 -5.78913 -6.53749 -6.37243 -3.35376 1.81147 4.34787 4.25877 4.29835 4.67704 4.22299 3.15109
50.96 0.473161 0.479026 0.194314 1.17964 3.46312 4.52476 3.55653 1.7667 0.948566 -0.497462 -3.43368 -4.6598 -5.32864 -6.82217 -6.97642 -4.03351 0.887054 3.37281 3.39422 3.88625 5.12932 5.07917 3.93268
51.01 0.13319 0.0420228 -0.267142 0.890538 3.53632 4.75388 3.79905 2.06179 1.23794 -0.0565093 -2.65888 -3.75907 -4.76451 -6.91875 -7.38927 -4.63111 -0.0883677 2.28595 2.40316 3.33383 5.45519 5.84731 4.65709
51.06 -0.217691 -0.410629 -0.737481 0.583532 3.55746 4.90326 3.96957 2.31698 1.50949 0.354531 -1.93754 -2.9055 -4.16604 -6.83995 -7.58739 -5.10916 -1.07681 1.11958 1.31674 2.66428 5.64754 6.50173 5.30322
51.11 -0.570745 -0.867803 -1.20385 0.266894 3.52377 4.96475 4.06913 2.55013 1.78847 0.745409 -1.29596 -2.15101 -3.58295 -6.6191 -7.58129 -5.45068 -2.04046 -0.0837099 0.18284 1.92271 5.71395 7.02285 5.85267
51.16 -0.920096 -1.32135 -1.65772 -0.0541994 3.43545 4.93971 4.10503 2.77351 2.08586 1.11989 -0.740317 -1.51481 -3.04223 -6.28381 -7.39043 -5.65199 -2.94795 -1.28005 -0.94326 1.16338 5.66716 7.3955 6.29142
51.21 -1.26321 -1.76701 -2.09599 -0.379212 3.29203 4.83485 4.08808 2.99288 2.40055 1.47649 -0.266327 -0.997963 -2.55223 -5.84196 -7.02153 -5.71279 -3.78175 -2.43659 -2.01145 0.432979 5.50784 7.59722 6.60442
51.26 -1.6006 -2.20438 -2.52086 -0.712596 3.08931 4.6569 4.02937 3.20868 2.7241 1.8125 0.139199 -0.586413 -2.10695 -5.28971 -6.47209 -5.63096 -4.53294 -3.53314 -2.98672 -0.247374 5.20789 7.57801 6.75212
51.31 -1.93229 -2.63234 -2.93353 -1.05713 2.82494 4.41065 3.93288 3.4113 3.03898 2.12241 0.495723 -0.249225 -1.6923 -4.64572 -5.7704 -5.41065 -5.17516 -4.53913 -3.8528 -0.891801 4.73902 7.29464 6.67629
51.36 -2.25289 -3.04218 -3.32482 -1.40308 2.51127 4.10635 3.79459 3.57802 3.31488 2.3915 0.819333 0.0519455 -1.2946 -3.96299 -4.99298 -5.0801 -5.6687 -5.40549 -4.60231 -1.51651 4.12318 6.77593 6.36941
51.41 -2.55374 -3.4208 -3.6795 -1.7332 2.1701 3.76097 3.6127 3.68704 3.523 2.60516 1.12187 0.350153 -0.903227 -3.29453 -4.22248 -4.68998 -6.00097 -6.09521 -5.22213 -2.10877 3.41288 6.08826 5.87206
51.46 -2.82734 -3.75758 -3.98574 -2.03447 1.8183 3.38997 3.39116 3.7284 3.64965 2.75917 1.41383 0.667261 -0.511282 -2.67109 -3.51304 -4.28875 -6.18971 -6.59958 -5.70022 -2.64583 2.65052 5.28454 5.22846
51.51 -3.0683 -4.04575 -4.23704 -2.30148 1.46307 3.00231 3.13565 3.70273 3.69603 2.85848 1.70216 1.01132 -0.117851 -2.10474 -2.88887 -3.90674 -6.25951 -6.92746 -6.03274 -3.11278 1.85849 4.39537 4.47245
51.56 -3.27205 -4.28014 -4.42891 -2.53357 1.10365 2.59937 2.85 3.61755 3.67377 2.91265 1.9877 1.37656 0.270496 -1.59821 -2.35577 -3.55684 -6.22671 -7.09058 -6.22202 -3.50263 1.04911 3.44058 3.6327
51.61 -3.43322 -4.45446 -4.55511 -2.73121 0.732065 2.17247 2.53338 3.4856 3.60272 2.9343 2.26647 1.74692 0.640801 -1.15122 -1.91159 -3.24137 -6.09538 -7.09421 -6.27091 -3.81125 0.232168 2.43654 2.73637
51.66 -3.54433 -4.55954 -4.60561 -2.89389 0.331478 1.6979 2.17642 3.32206 3.50841 2.93915 2.53436 2.10405 0.979167 -0.761003 -1.54954 -2.95681 -5.86169 -6.93746 -6.1808 -4.03632 -0.586924 1.39285 1.80359
51.71 -3.59573 -4.58357 -4.56787 -3.01906 -0.120703 1.13993 1.76053 3.13625 3.41142 2.94124 2.79083 2.43719 1.28036 -0.41585 -1.24964 -2.69172 -5.53057 -6.63325 -5.9639 -4.18152 -1.40266 0.317014 0.845619
51.76 -3.57793 -4.51545 -4.43247 -3.1014 -0.637573 0.473764 1.26973 2.92049 3.30843 2.9407 3.03664 2.74764 1.55281 -0.0915824 -0.972628 -2.42325 -5.12537 -6.22199 -5.65096 -4.25688 -2.19607 -0.767804 -0.123285
51.81 -3.4846 -4.3482 -4.19663 -3.13164 -1.20665 -0.288863 0.70612 2.64769 3.16183 2.91451 3.27017 3.04663 1.81354 0.239252 -0.675952 -2.12562 -4.67083 -5.74625 -5.27216 -4.27081 -2.93894 -1.82406 -1.07915
51.86 -3.31032 -4.07549 -3.85739 -3.0954 -1.79573 -1.10741 0.0849068 2.27984 2.91044 2.81876 3.48671 3.35166 2.08257 0.599607 -0.328967 -1.77925 -4.17882 -5.22948 -4.84389 -4.2264 -3.60743 -2.81662 -1.99552
51.91 -3.04389 -3.68449 -3.40239 -2.97515 -2.37742 -1.94988 -0.587051 1.78463 2.49975 2.60625 3.67363 3.67116 2.37421 1.00523 0.085332 -1.3719 -3.64987 -4.67851 -4.37145 -4.12128 -4.18292 -3.71806 -2.84901
51.96 -2.66736 -3.15673 -2.81264 -2.75735 -2.94744 -2.82091 -1.32021 1.15876 1.92366 2.26063 3.80549 3.98018 2.68006 1.45621 0.567415 -0.901986 -3.08241 -4.09328 -3.85478 -3.94843 -4.64705 -4.50436 -3.61793
