50.01 0.00311235 0.00361515 -1.59896 0.00309239 0.00361651 -1.65529 0.00307252 0.00361871 -1.70057 0.00305289 0.00362232 -1.7964 0.00303371 0.00362776 -1.89266 0.00301515 0.00363498 -1.98686 0.00299738 0.00364389 -2.08057 0.00298052 0.00365437 -2.17092 0.0029647 0.00366629 -2.25935 0.00294997 0.00367967 -2.35477 0.00293658 0.00369434 -2.44644 0.00292456 0.0037103 -2.54426 0.00291415 0.0037273 -2.63722 0.00290531 0.0037451 -2.72288 0.00289801 0.00376353 -2.80506 0.00289194 0.00378224 -2.84948 0.0028867 0.00380115 -2.89198 0.00288196 0.00382015 -2.90205 0.00287742 0.00383917 -2.91291 0.00287311 0.00385824 -2.92527 0.00286907 0.00387736 -2.94171 0.00286484 0.00389613 -2.89829 0.00285984 0.00391468 -2.85921 0.00285359 0.00393273 -2.75802 0.00284561 0.00395003 -2.6617 0.00283608 0.00396652 -2.57513 0.00282526 0.0039821 -2.4956 0.00281329 0.00399649 -2.40243 0.00280016 0.0040097 -2.31823 0.0027861 0.0040215 -2.2227 0.00277112 0.00403192 -2.13734 0.00275539 0.00404116 -2.06869 0.00273916 0.00404934 -2.00938 0.00272248 0.00405678 -1.97284 0.0027056 0.00406366 -1.94485 0.00268848 0.00407032 -1.94029 0.00267134 0.00407697 -1.9427 0.00265415 0.00408383 -1.95985 0.00263705 0.00409106 -1.98129 0.00262 0.00409881 -2.01511 0.00260315 0.0041072 -2.04976 0.0025865 0.00411615 -2.07774 0.00256998 0.0041256 -2.10228 0.00255355 0.00413543 -2.11658 0.00253711 0.0041455 -2.12254 0.00252058 0.00415577 -2.12879 0.00250393 0.00416609 -2.12032 0.00248704 0.00417629 -2.105 0.0024698 0.0041861 -2.06662 0.00245246 0.00419601 -2.11958 0.00243542 0.00420646 -2.12258
50.06 0.00312165 0.00361391 -1.58259 0.00310168 0.00361492 -1.63812 0.00308178 0.00361683 -1.6874 0.00306211 0.00362009 -1.77585 0.00304284 0.00362506 -1.86542 0.00302412 0.0036317 -1.95375 0.00300608 0.00363994 -2.04153 0.00298885 0.00364967 -2.1262 0.00297253 0.00366078 -2.20846 0.00295717 0.00367336 -2.30293 0.00294307 0.00368726 -2.3931 0.00293027 0.00370256 -2.49491 0.00291907 0.00371901 -2.59101 0.00290946 0.00373637 -2.67905 0.0029014 0.00375443 -2.76235 0.0028946 0.00377291 -2.81446 0.00288875 0.00379165 -2.8629 0.00288355 0.00381057 -2.88351 0.00287874 0.00382956 -2.90279 0.00287429 0.00384861 -2.92083 0.0028702 0.00386772 -2.94069 0.00286602 0.00388661 -2.90634 0.00286122 0.00390532 -2.87518 0.00285532 0.00392369 -2.78702 0.00284787 0.00394145 -2.70324 0.00283905 0.00395854 -2.62828 0.00282905 0.00397492 -2.56064 0.00281796 0.00399021 -2.46916 0.00280564 0.00400441 -2.38691 0.00279226 0.00401719 -2.28304 0.00277779 0.00402853 -2.18984 0.00276242 0.00403859 -2.11369 0.00274645 0.00404749 -2.0475 0.00272996 0.00405553 -2.00287 0.00271319 0.00406288 -1.96736 0.00269615 0.00406987 -1.95389 0.00267904 0.00407669 -1.94791 0.00266184 0.00408359 -1.95711 0.00264466 0.00409071 -1.97109 0.0026275 0.00409824 -1.99787 0.00261047 0.00410628 -2.02596 0.00259358 0.00411479 -2.04937 0.00257678 0.00412374 -2.0698 0.00256002 0.00413302 -2.08182 0.00254322 0.0041425 -2.08596 0.00252631 0.00415214 -2.09077 0.00250928 0.00416182 -2.08133 0.002492 0.00417135 -2.06542 0.00247438 0.00418047 -2.02686 0.00245666 0.00418968 -2.07966 0.00243921 0.00419945 -2.08279
50.11 0.00313028 0.00361193 -1.58434 0.00311031 0.00361295 -1.63783 0.00309042 0.00361489 -1.69133 0.0030708 0.00361811 -1.76948 0.00305153 0.00362284 -1.84985 0.00303275 0.00362909 -1.93028 0.00301457 0.00363679 -2.01028 0.0029971 0.00364587 -2.08776 0.00298041 0.00365622 -2.16242 0.00296455 0.003668 -2.25445 0.00294985 0.00368112 -2.3416 0.00293634 0.00369571 -2.44565 0.0029244 0.00371154 -2.54308 0.00291402 0.00372836 -2.63172 0.00290514 0.00374594 -2.71424 0.00289752 0.00376411 -2.77388 0.00289097 0.00378263 -2.82776 0.00288521 0.00380144 -2.85961 0.00288002 0.00382036 -2.88742 0.00287533 0.00383938 -2.91092 0.00287108 0.00385845 -2.93381 0.00286683 0.00387739 -2.90797 0.00286212 0.0038962 -2.88417 0.00285647 0.00391477 -2.80952 0.00284951 0.00393285 -2.73899 0.00284135 0.00395042 -2.6765 0.0028322 0.00396744 -2.6218 0.00282203 0.0039835 -2.53387 0.0028106 0.0039986 -2.45526 0.002798 0.00401232 -2.34479 0.00278412 0.00402457 -2.24504 0.0027692 0.00403548 -2.16231 0.00275355 0.00404517 -2.08981 0.00273729 0.00405388 -2.03742 0.00272068 0.00406178 -1.99455 0.00270375 0.00406918 -1.97216 0.00268668 0.00407626 -1.95769 0.00266948 0.00408327 -1.95873 0.00265226 0.00409036 -1.96503 0.00263501 0.00409774 -1.98454 0.00261783 0.0041055 -2.00589 0.00260073 0.00411364 -2.02421 0.00258367 0.00412213 -2.0401 0.00256662 0.00413088 -2.04914 0.0025495 0.0041398 -2.0508 0.00253225 0.00414883 -2.05358 0.00251485 0.00415785 -2.04263 0.00249721 0.0041667 -2.02565 0.00247924 0.00417511 -1.98649 0.00246115 0.00418359 -2.03865 0.00244332 0.00419263 -2.04154
50.16 0.00313799 0.00360876 -1.61131 0.00311805 0.00361026 -1.66049 0.00309822 0.00361269 -1.71754 0.00307872 0.00361625 -1.78144 0.00305956 0.00362107 -1.84942 0.00304084 0.00362716 -1.9195 0.00302266 0.00363452 -1.98974 0.00300509 0.0036431 -2.05855 0.00298821 0.00365281 -2.1244 0.00297201 0.00366385 -2.21209 0.00295687 0.00367618 -2.29431 0.00294279 0.00369001 -2.39737 0.00293019 0.00370511 -2.49277 0.00291905 0.00372124 -2.57879 0.0029093 0.00373816 -2.65713 0.00290073 0.0037559 -2.72372 0.00289332 0.00377405 -2.78221 0.00288681 0.00379272 -2.82814 0.00288111 0.00381156 -2.86647 0.00287608 0.00383053 -2.89697 0.00287161 0.00384957 -2.92419 0.00286725 0.00386852 -2.90661 0.00286257 0.00388738 -2.88987 0.00285714 0.00390608 -2.82817 0.0028506 0.00392439 -2.77038 0.00284308 0.00394233 -2.71992 0.00283475 0.00395986 -2.67769 0.00282548 0.00397656 -2.59447 0.00281498 0.00399243 -2.5205 0.00280319 0.00400701 -2.40545 0.00278995 0.00402014 -2.30081 0.00277554 0.00403191 -2.21281 0.00276027 0.00404241 -2.13507 0.00274431 0.00405184 -2.07562 0.00272789 0.00406036 -2.02589 0.00271111 0.00406824 -1.99478 0.00269412 0.00407566 -1.97192 0.00267694 0.00408286 -1.96481 0.0026597 0.00409001 -1.96339 0.00264237 0.0040973 -1.97554 0.00262507 0.00410486 -1.99006 0.0026078 0.0041127 -2.00285 0.00259052 0.00412078 -2.01379 0.00257322 0.00412906 -2.0191 0.00255581 0.00413744 -2.01761 0.00253825 0.00414587 -2.01771 0.00252052 0.00415425 -2.00466 0.00250255 0.00416241 -1.98609 0.00248425 0.00417009 -1.94589 0.00246584 0.00417782 -1.99688 0.00244765 0.00418611 -1.99914
50.21 0.00314478 0.00360425 -1.66081 0.00312493 0.00360664 -1.70364 0.00310524 0.00360994 -1.76303 0.00308593 0.0036142 -1.80999 0.00306696 0.00361938 -1.86371 0.00304839 0.0036256 -1.92239 0.00303032 0.00363286 -1.98255 0.00301279 0.00364117 -2.04321 0.00299587 0.00365046 -2.10141 0.00297958 0.00366095 -2.18248 0.00296423 0.00367263 -2.25784 0.00294982 0.00368568 -2.35368 0.00293673 0.00369994 -2.44097 0.00292489 0.00371518 -2.51857 0.00291424 0.00373119 -2.58687 0.00290454 0.00374822 -2.65824 0.00289602 0.00376577 -2.7193 0.00288847 0.00378422 -2.7845 0.00288206 0.00380295 -2.83737 0.00287656 0.00382186 -2.87822 0.0028718 0.00384088 -2.91263 0.0028673 0.00385983 -2.90383 0.00286263 0.00387872 -2.89445 0.00285739 0.00389751 -2.84492 0.00285126 0.00391601 -2.79891 0.00284433 0.00393424 -2.75941 0.00283678 0.00395219 -2.72835 0.00282838 0.00396943 -2.65042 0.00281878 0.00398595 -2.58153 0.00280782 0.00400132 -2.4639 0.00279526 0.00401528 -2.35615 0.00278139 0.0040279 -2.2644 0.00276655 0.00403923 -2.18274 0.00275093 0.00404942 -2.11699 0.00273476 0.00405862 -2.06107 0.00271816 0.00406705 -2.0214 0.00270127 0.00407489 -1.99028 0.00268414 0.00408236 -1.97508 0.00266689 0.00408964 -1.96599 0.00264952 0.00409693 -1.97079 0.00263212 0.00410436 -1.9785 0.00261472 0.00411196 -1.98541 0.00259726 0.00411971 -1.99106 0.00257973 0.00412756 -1.99198 0.00256207 0.00413543 -1.98669 0.00254424 0.00414329 -1.98351 0.00252622 0.00415104 -1.96781 0.00250795 0.00415851 -1.94712 0.00248936 0.00416547 -1.90543 0.00247064 0.00417243 -1.95473 0.00245211 0.00417994 -1.95597
50.26 0.00315111 0.00359848 -1.72361 0.00313143 0.00360201 -1.75955 0.00311196 0.00360642 -1.82064 0.00309292 0.00361159 -1.85051 0.00307418 0.00361739 -1.89008 0.00305582 0.00362395 -1.93785 0.00303792 0.00363137 -1.98884 0.00302052 0.00363967 -2.04271 0.00300369 0.00364883 -2.09506 0.00298748 0.00365901 -2.16695 0.0029721 0.00367023 -2.23332 0.00295758 0.00368259 -2.31571 0.00294413 0.00369597 -2.38902 0.00293165 0.00371022 -2.45275 0.00292008 0.00372512 -2.50582 0.00290913 0.0037412 -2.57892 0.00289933 0.0037579 -2.64014 0.00289047 0.00377596 -2.72797 0.00288313 0.0037945 -2.79844 0.002877 0.00381331 -2.85267 0.00287183 0.00383229 -2.89711 0.00286712 0.00385123 -2.89838 0.00286243 0.00387014 -2.89726 0.00285734 0.003889 -2.85943 0.00285158 0.00390766 -2.82433 0.0028452 0.00392612 -2.79455 0.00283835 0.00394441 -2.77298 0.00283076 0.0039621 -2.70082 0.00282201 0.00397918 -2.63726 0.00281183 0.00399526 -2.51932 0.00279996 0.00401001 -2.41053 0.00278668 0.00402348 -2.31688 0.00277232 0.00403566 -2.23302 0.00275709 0.00404666 -2.16175 0.00274121 0.00405661 -2.10037 0.00272482 0.00406565 -2.05205 0.00270808 0.00407397 -2.0126 0.00269102 0.00408178 -1.98926 0.00267378 0.00408927 -1.97252 0.00265638 0.00409663 -1.96999 0.00263891 0.00410401 -1.97098 0.00262139 0.00411143 -1.97172 0.00260378 0.0041189 -1.97183 0.00258607 0.00412638 -1.96775 0.00256819 0.00413379 -1.95809 0.00255011 0.00414111 -1.95107 0.00253183 0.00414824 -1.93221 0.00251329 0.00415504 -1.90895 0.00249444 0.00416126 -1.86539 0.00247545 0.00416746 -1.91253 0.00245662 0.00417417 -1.9124
50.31 0.00315731 0.0035916 -1.79681 0.00313793 0.00359645 -1.82559 0.0031188 0.00360215 -1.88736 0.0031001 0.0036084 -1.90041 0.00308166 0.00361496 -1.92597 0.00306355 0.00362206 -1.96277 0.00304587 0.0036298 -2.00442 0.00302864 0.00363827 -2.05116 0.00301195 0.00364747 -2.09728 0.00299586 0.0036575 -2.15813 0.00298048 0.00366839 -2.21374 0.00296585 0.00368015 -2.2802 0.00295206 0.00369273 -2.33743 0.00293896 0.00370601 -2.38559 0.00292649 0.00371978 -2.42236 0.00291434 0.00373478 -2.49534 0.00290325 0.00375048 -2.55552 0.00289301 0.00376796 -2.66431 0.00288462 0.00378616 -2.75196 0.00287772 0.00380479 -2.82016 0.00287203 0.00382369 -2.87572 0.00286702 0.00384259 -2.88837 0.00286222 0.00386151 -2.89653 0.00285723 0.00388043 -2.87023 0.00285175 0.0038992 -2.84528 0.00284583 0.00391784 -2.82389 0.00283958 0.00393638 -2.80973 0.00283268 0.00395444 -2.74391 0.00282468 0.00397201 -2.68591 0.00281523 0.00398874 -2.57063 0.00280404 0.00400426 -2.46358 0.00279136 0.00401856 -2.37051 0.00277751 0.00403164 -2.28689 0.00276274 0.00404352 -2.21089 0.00274721 0.00405429 -2.14495 0.0027311 0.00406405 -2.08735 0.00271452 0.00407293 -2.03913 0.00269755 0.00408116 -2.00732 0.00268035 0.00408892 -1.98275 0.00266294 0.00409643 -1.97284 0.00264542 0.00410382 -1.96719 0.0026278 0.00411113 -1.96144 0.00261006 0.00411838 -1.95582 0.00259219 0.00412554 -1.94613 0.00257412 0.00413252 -1.93157 0.00255582 0.00413932 -1.92024 0.00253731 0.00414586 -1.89779 0.00251853 0.00415199 -1.87157 0.00249945 0.00415749 -1.8258 0.00248023 0.00416291 -1.87043 0.00246113 0.00416881 -1.86864
50.36 0.00316339 0.00358371 -1.8811 0.00314444 0.00359007 -1.90196 0.00312581 0.00359719 -1.96263 0.00310757 0.00360465 -1.95856 0.00308951 0.00361213 -1.96954 0.00307172 0.00361988 -1.99443 0.00305429 0.00362806 -2.02554 0.00303728 0.00363678 -2.0636 0.00302074 0.00364607 -2.10171 0.00300474 0.00365601 -2.15074 0.00298933 0.00366661 -2.19478 0.00297453 0.00367787 -2.2458 0.00296036 0.00368974 -2.28771 0.00294667 0.00370212 -2.32138 0.00293338 0.00371483 -2.34347 0.00292016 0.00372873 -2.4153 0.00290792 0.0037434 -2.47391 0.00289639 0.00376011 -2.59809 0.00288692 0.00377782 -2.69954 0.00287916 0.00379614 -2.78004 0.00287281 0.00381485 -2.846 0.00286735 0.00383369 -2.87134 0.00286231 0.00385258 -2.8898 0.0028573 0.00387154 -2.87556 0.00285201 0.00389039 -2.8605 0.00284644 0.00390917 -2.84632 0.00284066 0.00392788 -2.83738 0.00283429 0.00394625 -2.7785 0.00282691 0.00396421 -2.72621 0.00281811 0.00398153 -2.61709 0.00280756 0.00399777 -2.51512 0.00279552 0.00401292 -2.42566 0.00278228 0.00402694 -2.34534 0.00276805 0.00403977 -2.26567 0.00275295 0.00405148 -2.1963 0.00273719 0.00406205 -2.12861 0.00272083 0.0040716 -2.07097 0.00270399 0.00408035 -2.03016 0.00268685 0.00408847 -1.99744 0.00266943 0.00409619 -1.97994 0.00265187 0.00410368 -1.96764 0.00263418 0.00411096 -1.95495 0.00261634 0.00411806 -1.94332 0.00259832 0.00412494 -1.92728 0.00258008 0.00413154 -1.9072 0.0025616 0.00413786 -1.89102 0.00254288 0.00414382 -1.86455 0.00252389 0.00414929 -1.83499 0.00250461 0.00415407 -1.7867 0.00248519 0.0041587 -1.82844 0.00246585 0.00416379 -1.82474
50.41 0.00316902 0.00357494 -1.97636 0.00315072 0.00358296 -1.98833 0.00313276 0.00359162 -2.04587 0.00311513 0.0036004 -2.02415 0.00309755 0.00360889 -2.01979 0.00308014 0.00361739 -2.03167 0.00306303 0.00362608 -2.05092 0.00304626 0.00363511 -2.07873 0.00302988 0.00364453 -2.10723 0.00301396 0.0036544 -2.14448 0.00299851 0.00366476 -2.17707 0.00298354 0.00367558 -2.21438 0.00296902 0.00368682 -2.24293 0.0029548 0.00369841 -2.26437 0.00294082 0.00371019 -2.2745 0.00292675 0.00372304 -2.34404 0.00291357 0.00373669 -2.40039 0.00290097 0.00375247 -2.53181 0.00289046 0.00376948 -2.64113 0.00288175 0.0037873 -2.72988 0.00287456 0.00380564 -2.80323 0.00286841 0.00382433 -2.8424 0.00286293 0.00384314 -2.87214 0.00285771 0.00386211 -2.87227 0.00285246 0.00388103 -2.86838 0.00284711 0.00389991 -2.86175 0.00284165 0.00391873 -2.85727 0.00283569 0.00393734 -2.80588 0.00282883 0.00395561 -2.7593 0.00282061 0.00397342 -2.65914 0.00281072 0.0039903 -2.56496 0.00279938 0.00400623 -2.48158 0.00278685 0.00402117 -2.40706 0.00277329 0.00403498 -2.32531 0.00275876 0.00404768 -2.25399 0.00274344 0.00405917 -2.17649 0.00272737 0.00406951 -2.10958 0.00271072 0.00407889 -2.05973 0.00269367 0.00408751 -2.01883 0.0026763 0.00409558 -1.99371 0.00265873 0.00410329 -1.97484 0.002641 0.00411066 -1.95456 0.00262307 0.00411771 -1.93644 0.00260494 0.00412442 -1.91286 0.00258656 0.00413071 -1.88626 0.00256791 0.00413659 -1.86439 0.00254901 0.00414201 -1.83319 0.00252984 0.00414685 -1.79972 0.0025104 0.00415091 -1.74841 0.0024908 0.00415477 -1.78672 0.00247127 0.00415903 -1.78071
50.46 0.00317389 0.00356545 -2.08048 0.00315645 0.00357521 -2.08262 0.00313936 0.00358547 -2.13509 0.00312249 0.00359562 -2.09542 0.0031055 0.00360518 -2.0751 0.00308855 0.00361448 -2.07311 0.0030718 0.00362374 -2.07959 0.0030553 0.00363311 -2.09621 0.00303911 0.00364268 -2.11435 0.00302328 0.00365254 -2.14057 0.00300782 0.00366269 -2.1629 0.00299271 0.00367315 -2.18904 0.00297794 0.00368388 -2.20729 0.00296336 0.00369483 -2.22007 0.00294891 0.00370584 -2.22244 0.00293433 0.00371778 -2.28796 0.00292053 0.00373051 -2.34086 0.00290721 0.00374524 -2.46897 0.00289581 0.00376131 -2.5771 0.00288611 0.00377832 -2.66648 0.00287788 0.00379597 -2.7405 0.0028707 0.00381429 -2.79299 0.0028644 0.00383285 -2.83365 0.00285861 0.0038518 -2.85385 0.00285313 0.00387076 -2.86544 0.00284781 0.00388972 -2.86966 0.00284256 0.00390865 -2.87193 0.00283694 0.00392744 -2.82911 0.00283054 0.00394595 -2.78876 0.00282291 0.00396414 -2.69902 0.00281372 0.00398156 -2.61389 0.00280316 0.00399818 -2.53754 0.00279145 0.00401396 -2.46955 0.00277867 0.00402872 -2.38753 0.00276483 0.00404241 -2.31569 0.00275005 0.0040549 -2.23036 0.00273437 0.00406613 -2.15567 0.00271798 0.0040763 -2.09777 0.0027011 0.00408558 -2.04948 0.00268382 0.00409419 -2.01728 0.0026663 0.0041023 -1.99245 0.00264858 0.00410995 -1.96378 0.00263062 0.00411713 -1.93859 0.00261242 0.00412381 -1.90566 0.00259393 0.0041299 -1.87099 0.00257515 0.00413544 -1.84208 0.0025561 0.00414039 -1.80504 0.00253678 0.00414465 -1.76672 0.00251719 0.00414804 -1.71167 0.00249746 0.00415114 -1.74566 0.00247777 0.00415457 -1.73674
