50.005 -5.2779 -8.04795 -7.69821 -5.81299 -1.30387 1.14267 2.59499 6.00258 7.23836 6.29795 5.35073 4.43379 3.55839 2.77843 2.29149 -0.184496 -5.1525 -7.86907 -8.25744 -6.43002 -2.46128 -0.258182 0.658564
50.055 -5.4461 -8.22222 -7.77855 -6.26315 -2.58328 -0.505256 1.3529 5.54843 7.20924 6.42316 5.67812 4.84136 4.01989 3.35632 2.86023 0.290611 -4.69147 -7.46956 -7.97687 -6.4201 -2.86916 -0.822696 0.161427
50.105 -5.58204 -8.36738 -7.8541 -6.65396 -3.74641 -2.05331 0.162317 5.00217 7.00862 6.41172 5.92357 5.20315 4.44491 3.89735 3.38973 0.758304 -4.17606 -6.98173 -7.59962 -6.3253 -3.21873 -1.35027 -0.315341
50.155 -5.71027 -8.5162 -7.95635 -6.97782 -4.74755 -3.44445 -0.936522 4.36856 6.62528 6.24961 6.07459 5.50848 4.82654 4.40375 3.88778 1.22531 -3.60602 -6.41267 -7.13783 -6.15394 -3.50435 -1.82854 -0.760353
50.205 -5.85336 -8.65375 -8.05825 -7.22706 -5.59976 -4.65883 -1.92625 3.64203 6.04516 5.92131 6.12116 5.75169 5.16238 4.88279 4.36861 1.70387 -2.97969 -5.76979 -6.60379 -5.91397 -3.72083 -2.24743 -1.16562
50.255 -5.9816 -8.65038 -8.02512 -7.38275 -6.37127 -5.7047 -2.80693 2.80255 5.24651 5.40551 6.05176 5.92842 5.45196 5.34473 4.85065 2.20894 -2.29633 -5.06179 -6.00909 -5.61079 -3.86097 -2.59635 -1.52341
50.305 -6.05595 -8.52137 -7.89207 -7.4454 -7.01377 -6.55244 -3.59121 1.81652 4.20528 4.67965 5.84335 6.01655 5.68346 5.796 5.3529 2.75597 -1.55416 -4.29445 -5.36062 -5.24548 -3.91668 -2.86545 -1.82562
50.355 -6.05976 -8.26944 -7.65556 -7.40007 -7.49408 -7.20007 -4.30993 0.685234 2.95763 3.77582 5.47723 5.96168 5.81399 6.22136 5.87866 3.34661 -0.758227 -3.47422 -4.66249 -4.8168 -3.88092 -3.04514 -2.06192
50.405 -5.97069 -7.8964 -7.31794 -7.25276 -7.81216 -7.6736 -4.97268 -0.525397 1.61488 2.78228 4.94207 5.68675 5.77225 6.58443 6.41741 3.97299 0.0847468 -2.60418 -3.91421 -4.32186 -3.75128 -3.13135 -2.22508
50.455 -5.76693 -7.40375 -6.88678 -7.02212 -7.99427 -8.00253 -5.56421 -1.72522 0.297221 1.77428 4.22269 5.12684 5.49111 6.84157 6.94586 4.62004 0.967986 -1.68361 -3.11087 -3.7559 -3.52782 -3.12446 -2.31243
50.505 -5.42804 -6.77987 -6.35439 -6.71219 -8.06113 -8.20308 -6.0612 -2.84728 -0.93276 0.770774 3.31272 4.27419 4.95565 6.95517 7.41408 5.24882 1.8674 -0.723086 -2.25411 -3.11826 -3.21401 -3.02683 -2.32258
50.555 -4.92696 -5.98458 -5.68123 -6.29886 -8.02326 -8.28901 -6.44619 -3.85813 -2.07053 -0.237298 2.24264 3.19292 4.21764 6.90651 7.75848 5.80224 2.74123 0.251981 -1.35696 -2.41732 -2.8203 -2.84573 -2.25785
50.605 -4.2322 -4.94886 -4.79533 -5.72775 -7.88066 -8.28152 -6.72036 -4.75069 -3.1292 -1.24803 1.07401 1.97865 3.35028 6.69159 7.92964 6.23236 3.55284 1.21796 -0.432932 -1.6648 -2.36251 -2.59422 -2.12632
50.655 -3.34704 -3.64256 -3.65069 -4.93781 -7.59869 -8.18162 -6.89106 -5.52793 -4.11339 -2.24594 -0.132076 0.715148 2.41276 6.3132 7.89826 6.50722 4.2772 2.15835 0.508542 -0.872594 -1.86119 -2.2907 -1.941
50.705 -2.33376 -2.16774 -2.32622 -3.94215 -7.12417 -7.94908 -6.94585 -6.17481 -5.00071 -3.20204 -1.32766 -0.536253 1.45087 5.78242 7.65048 6.60432 4.89475 3.05901 1.45917 -0.0554389 -1.34753 -1.96533 -1.72374
50.755 -1.27167 -0.677657 -0.969408 -2.83966 -6.45404 -7.54502 -6.85966 -6.65723 -5.74625 -4.07583 -2.47559 -1.73414 0.499712 5.11397 7.18067 6.5081 5.39437 3.91396 2.41607 0.775011 -0.855737 -1.65744 -1.50628
50.805 -0.230798 0.727979 0.315383 -1.72937 -5.63041 -6.96045 -6.61738 -6.95255 -6.31498 -4.82908 -3.54582 -2.85025 -0.418186 4.31378 6.47955 6.20238 5.7716 4.72572 3.37717 1.61355 -0.397326 -1.38638 -1.31034
50.855 0.739936 2.00227 1.47871 -0.66871 -4.69601 -6.20187 -6.21452 -7.05975 -6.69684 -5.43436 -4.50828 -3.85802 -1.29475 3.37048 5.52779 5.66225 6.01649 5.49247 4.33104 2.45532 0.0439899 -1.13596 -1.12984
50.905 1.61168 3.12337 2.49783 0.314687 -3.68072 -5.27966 -5.64937 -6.98618 -6.89659 -5.87344 -5.32504 -4.72855 -2.13745 2.26718 4.31686 4.8741 6.10967 6.18775 5.2458 3.28377 0.487265 -0.877091 -0.94304
50.955 2.36757 4.07786 3.35724 1.20211 -2.61544 -4.21886 -4.93029 -6.74214 -6.92581 -6.1404 -5.95927 -5.43863 -2.95096 1.02044 2.89213 3.88097 6.04287 6.75873 6.06386 4.06001 0.930737 -0.595784 -0.735239
51.005 3.00152 4.8618 4.05259 1.98219 -1.53985 -3.07114 -4.09102 -6.34925 -6.80532 -6.24857 -6.39744 -5.97487 -3.713 -0.304477 1.34942 2.77301 5.83292 7.16155 6.7301 4.73944 1.35568 -0.298019 -0.507018
51.055 3.51996 5.48689 4.59948 2.65783 -0.493775 -1.90431 -3.18727 -5.83975 -6.559 -6.22117 -6.65158 -6.3355 -4.38596 -1.62667 -0.214586 1.63568 5.51089 7.38446 7.21854 5.2946 1.7443 0.00313366 -0.26724
51.105 3.93839 5.97735 5.0274 3.2427 0.493127 -0.778645 -2.27465 -5.24401 -6.20205 -6.07551 -6.74477 -6.5316 -4.93995 -2.88539 -1.73659 0.524005 5.10747 7.43929 7.52995 5.7187 2.08879 0.298444 -0.024168
51.155 4.27358 6.35998 5.36659 3.75275 1.40506 0.268113 -1.39086 -4.58051 -5.7363 -5.81612 -6.69733 -6.58083 -5.35959 -4.05112 -3.18923 -0.535299 4.64433 7.34397 7.67671 6.01745 2.3912 0.586413 0.219128
