50.005 0
50.055 0.000220917
50.105 0.000212417
50.155 0.000209073
50.205 0.000208589
50.255 0.000209593
50.305 0.000210482
50.355 0.00021116
50.405 0.000211534
50.455 0.000210871
50.505 0.000214953
50.555 0.000222237
50.605 0.000227937
50.655 0.000228196
50.705 0.000223467
50.755 0.000216006
50.805 0.000207848
50.855 0.000205991
50.905 0.000212253
50.955 0.000221076
51.005 0.000224666
51.055 0.000222156
51.105 0.000213785
51.155 0.000202481
51.205 0.00019393
51.255 0.000191173
51.305 0.000194795
51.355 0.000202496
51.405 0.000209999
51.455 0.000214069
51.505 0.00021439
51.555 0.000212859
51.605 0.000211949
51.655 0.000213708
51.705 0.00021896
51.755 0.000226269
51.805 0.000232311
51.855 0.00023434
51.905 0.000228023
51.955 0.000216874
52.005 0.000208747
52.055 0.000205628
52.105 0.000207587
52.155 0.000212644
52.205 0.000219365
52.255 0.000225017
52.305 0.000225521
52.355 0.000217517
52.405 0.000210497
52.455 0.000208678
52.505 0.000208911
52.555 0.000210112
52.605 0.000210713
52.655 0.000211384
52.705 0.000211249
52.755 0.000212074
52.805 0.000217599
52.855 0.00022501
52.905 0.000228727
52.955 0.000226771
53.005 0.000220654
53.055 0.000212694
53.105 0.000205857
53.155 0.00020763
53.205 0.000215757
53.255 0.00022298
53.305 0.000224431
53.355 0.000219375
53.405 0.000209436
53.455 0.000198515
53.505 0.000192021
53.555 0.000191848
53.605 0.000197515
53.655 0.00020568
53.705 0.000212089
53.755 0.000214577
53.805 0.000213875
53.855 0.000212283
53.905 0.000212196
53.955 0.000215311
54.005 0.000221676
54.055 0.000228934
54.105 0.000233641
54.155 0.000233029
54.205 0.000223435
54.255 0.000213121
54.305 0.000206755
54.355 0.000205778
54.405 0.000208993
54.455 0.000215073
54.505 0.000221691
54.555 0.000226415
54.605 0.000222472
54.655 0.00021409
54.705 0.000209487
54.755 0.000208597
54.805 0.000209371
54.855 0.0002104
54.905 0.000210983
54.955 0.000211491
55.005 0.000210609
55.055 0.000213874
55.105 0.000220638
55.155 0.000227135
55.205 0.000228579
55.255 0.000224686
55.305 0.000217569
55.355 0.000209309
55.405 0.000205416
55.455 0.000210313
55.505 0.000219257
