0 0 0 0
1 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
5 0 0 0
6 0 0 0
7 0 0 0
8 0 0 0
9 0.00426376782 4.26376782e-05 1.817971602e-07
10 0.00426376782 8.524116745e-05 3.596331649e-07
11 0.00426376782 0.0001148729456 4.423346704e-07
12 0.00426376782 0.0001148729456 4.423346704e-07
13 0.00580807853 0.000174849591 7.658908369e-07
14 0.0349139927 0.0005220937756 1.283407256e-05
15 0.0600180625 0.001706903454 6.549978013e-05
16 0.0600180625 0.001886072715 6.884745342e-05
17 0.0600180625 0.00161570454 6.526683729e-05
18 0.08562906272 0.00277938972 0.0001460146075
19 0.2799114249 0.004949526192 0.0009014394467
20 0.2799114249 0.006400683517 0.0009910842266
21 0.3073998644 0.01064834885 0.001972668014
22 0.3073998644 0.01125053915 0.002698772445
23 0.3145635995 0.01332664943 0.003572272134
24 0.3145635995 0.0146420856 0.003665100429
25 0.8285599562 0.02432282938 0.01109893018
26 0.8406834915 0.03553917284 0.0183235598
27 0.943580963 0.04232692317 0.02868718964
28 0.9731185228 0.05877890196 0.04459190125
29 0.9731185228 0.06051847323 0.04964296984
30 0.9731185228 0.05921396306 0.04937808191
31 0.9731185228 0.04326647368 0.03585372333
32 0.9731185228 0.06163638732 0.05142204725
33 0.9915852935 0.07996284612 0.06467721617
33 1.429248147e-08 1.429264232e-10 2.042749803e-18
34 1.429248147e-08 1.438473767e-10 2.042568701e-18
35 1.429248147e-08 1.448473349e-10 2.042378093e-18
36 1.429248147e-08 1.448472759e-10 2.04237811e-18
37 1.429248147e-08 1.455004283e-10 2.042223571e-18
38 1.429248147e-08 1.455112722e-10 2.042220522e-18
39 3.976880527e-07 4.125809463e-09 1.582403227e-15
40 3.976880527e-07 4.429595226e-09 1.589092817e-15
41 3.976880527e-07 7.825308861e-09 2.714416905e-15
42 3.976880527e-07 7.880300435e-09 2.713860389e-15
43 8.790125054e-07 2.08445656e-08 1.194943676e-14
44 8.790125054e-07 2.129236762e-08 1.199791063e-14
45 1.099031855e-06 4.121316655e-08 2.88958082e-14
46 1.099031855e-06 4.647608158e-08 3.280384017e-14
47 1.099031855e-06 3.930927806e-08 3.082652401e-14
48 1.099031855e-06 5.502441852e-08 4.905168232e-14
49 1.099031855e-06 4.273874803e-08 3.948528449e-14
50 1.099031855e-06 4.842259799e-08 4.406881077e-14
51 1.099031855e-06 6.855424859e-08 6.127888598e-14
52 0.0007538930815 7.595695318e-06 5.682735537e-09
53 0.001092702245 2.449614316e-05 2.074747027e-08
54 0.001308466383 4.386278399e-05 4.05830712e-08
55 0.001308466383 4.161216975e-05 3.865172134e-08
56 0.002964196048 7.374644116e-05 1.249986289e-07
57 0.002964196048 7.678312566e-05 1.273151234e-07
58 0.002964196048 6.581976922e-05 1.220154574e-07
59 0.005593096985 0.0001485538807 4.660842154e-07
60 0.005593096985 0.0001268079847 4.413390277e-07
61 0.005593096985 0.0001371643594 4.474875401e-07
62 0.005593096985 0.0001273201791 4.414283421e-07
63 0.005593096985 0.0001297663021 4.490302603e-07
64 0.005593096985 0.0001395081321 4.609226113e-07
65 0.005593096985 0.0001234395033 4.431283401e-07
66 0.006223815816 0.0002455798999 1.043134406e-06
67 0.006223815816 0.0002189639591 1.020472214e-06
68 0.006223815816 0.0003824790845 1.752502795e-06
69 0.006223815816 0.000390515926 1.772462487e-06
70 0.006223815816 0.000294782411 1.461788611e-06
71 0.006223815816 0.0004839047674 2.268723499e-06
72 0.006223815816 0.0003085862753 1.573059831e-06
73 0.009333940203 0.0004528613086 2.700089633e-06
74 0.06412483283 0.001136568558 4.350919725e-05
75 0.06412483283 0.001166071762 4.372497383e-05
76 0.06412483283 0.001187464814 4.384214583e-05
