50.005 2.7625 3.36949 3.57028 3.80564 4.23345 3.82398 3.57051 4.32729 4.26023 2.25724 -0.570873 -1.98871 -3.11158 -5.07945 -5.53845 -5.23828 -5.34876 -4.86874 -3.97011 -2.18219 0.597583 2.11451 2.0547
50.055 2.02159 2.30524 2.73794 3.2176 3.93421 3.62732 3.49355 4.5589 4.50621 2.66749 0.50352 -0.60393 -2.07689 -4.69528 -5.54901 -5.37704 -5.66531 -5.26948 -4.34647 -2.66316 -0.135491 1.30258 1.32518
50.105 1.15377 1.11816 1.76998 2.49839 3.49529 3.29871 3.30922 4.67961 4.67527 3.05926 1.55492 0.73893 -1.03896 -4.21673 -5.43687 -5.41656 -5.89546 -5.60924 -4.70287 -3.13873 -0.846884 0.511676 0.60692
50.155 0.306957 -0.0388224 0.793027 1.72011 2.90978 2.8106 3.00425 4.67373 4.7522 3.40511 2.55225 2.0164 -0.0321198 -3.67376 -5.19984 -5.34435 -6.02794 -5.87541 -5.02159 -3.58799 -1.51575 -0.239626 -0.0840814
50.205 -0.436833 -1.05262 -0.08424 0.949507 2.19267 2.16583 2.57938 4.53023 4.715 3.6688 3.46832 3.21409 0.924676 -3.08256 -4.83942 -5.15817 -6.06469 -6.06607 -5.28995 -3.99268 -2.12425 -0.934502 -0.732364
50.255 -1.04011 -1.87283 -0.813038 0.22691 1.37479 1.39274 2.04949 4.24821 4.54661 3.82055 4.27967 4.31215 1.81954 -2.43589 -4.3417 -4.85202 -6.01521 -6.1909 -5.50562 -4.34443 -2.664 -1.56307 -1.32686
50.305 -1.47574 -2.47608 -1.40688 -0.441263 0.492738 0.530551 1.43213 3.83226 4.24028 3.84439 4.95829 5.27016 2.63785 -1.69918 -3.66147 -4.40182 -5.88979 -6.2689 -5.67588 -4.64469 -3.1362 -2.1234 -1.86255
50.355 -1.79801 -2.86579 -1.86321 -1.06268 -0.413809 -0.380455 0.738772 3.28189 3.79125 3.72949 5.46213 6.02119 3.35804 -0.808482 -2.71116 -3.75295 -5.69224 -6.32466 -5.815 -4.9031 -3.55083 -2.6218 -2.3414
50.405 -2.0622 -3.12763 -2.21405 -1.58927 -1.2041 -1.23718 -0.0259704 2.57202 3.1683 3.44114 5.72723 6.48674 3.95297 0.272376 -1.43974 -2.8626 -5.40966 -6.36436 -5.92925 -5.12824 -3.92088 -3.06952 -2.77017
50.455 -2.30035 -3.31965 -2.4841 -1.98764 -1.78576 -1.87537 -0.766264 1.69461 2.34593 2.94822 5.71788 6.65202 4.41877 1.4662 0.028608 -1.80315 -5.02709 -6.35018 -5.99736 -5.31331 -4.25239 -3.4762 -3.15589
50.505 -2.50815 -3.44831 -2.6775 -2.267 -2.17944 -2.29657 -1.43233 0.711197 1.3667 2.28585 5.47903 6.58135 4.76977 2.66206 1.52714 -0.693555 -4.54846 -6.23148 -5.98108 -5.43645 -4.54184 -3.84727 -3.50508
50.555 -2.68492 -3.52419 -2.80666 -2.44913 -2.4218 -2.54387 -2.00546 -0.31559 0.294794 1.51825 5.07484 6.33115 4.99119 3.77318 2.95685 0.387383 -3.98258 -5.96812 -5.84159 -5.47074 -4.78178 -4.1847 -3.82081
50.605 -2.8337 -3.56204 -2.89155 -2.56504 -2.55952 -2.66955 -2.48129 -1.32496 -0.795462 0.709286 4.54581 5.92249 5.05033 4.73932 4.26056 1.39584 -3.31908 -5.51656 -5.538 -5.39084 -4.97297 -4.49799 -4.10852
50.655 -2.96325 -3.58155 -2.95902 -2.65277 -2.64478 -2.7299 -2.80201 -2.21894 -1.84924 -0.106842 3.89626 5.34982 4.92001 5.51037 5.37057 2.29119 -2.52309 -4.81753 -5.02011 -5.16689 -5.12089 -4.80504 -4.37907
50.705 -3.07736 -3.59048 -3.01787 -2.72641 -2.70196 -2.75746 -3.00414 -2.9546 -2.79861 -0.902505 3.127 4.60938 4.59202 6.03318 6.21725 3.05449 -1.57792 -3.85255 -4.2661 -4.76542 -5.19695 -5.09602 -4.63491
50.755 -3.17816 -3.59059 -3.0676 -2.78675 -2.73674 -2.76114 -3.12143 -3.51146 -3.58061 -1.64512 2.26627 3.72693 4.08639 6.26717 6.76819 3.69684 -0.545507 -2.72501 -3.34818 -4.19497 -5.13967 -5.30822 -4.84505
50.805 -3.26826 -3.58499 -3.11068 -2.83813 -2.75765 -2.75108 -3.17841 -3.85234 -4.13795 -2.3143 1.35632 2.75434 3.45665 6.23762 7.04258 4.22199 0.48827 -1.56225 -2.36999 -3.51685 -4.93662 -5.39402 -4.96999
50.855 -3.34703 -3.57405 -3.14647 -2.88079 -2.76814 -2.73326 -3.1953 -4.03148 -4.46825 -2.87501 0.4314 1.73363 2.75227 6.01016 7.09042 4.62689 1.46565 -0.433432 -1.39256 -2.78863 -4.61704 -5.34683 -4.99113
50.905 -3.41357 -3.55871 -3.17513 -2.91486 -2.76951 -2.70903 -3.18223 -4.0957 -4.60805 -3.31703 -0.4897 0.686806 2.00199 5.64099 6.95736 4.90665 2.35631 0.637587 -0.437538 -2.04174 -4.21351 -5.18099 -4.90948
50.955 -3.46672 -3.54002 -3.19689 -2.94006 -2.7615 -2.67702 -3.14371 -4.07658 -4.61342 -3.65789 -1.38417 -0.358594 1.23065 5.16336 6.66615 5.04977 3.14369 1.64737 0.492364 -1.28769 -3.74794 -4.91422 -4.73439
51.005 -3.50466 -3.51947 -3.21309 -2.95801 -2.74649 -2.63947 -3.08761 -4.00239 -4.53079 -3.91177 -2.2172 -1.3542 0.469692 4.59215 6.21801 5.03585 3.81102 2.59292 1.39501 -0.532613 -3.23525 -4.56297 -4.47713
51.055 -3.52352 -3.49852 -3.22542 -2.97108 -2.72806 -2.60046 -3.02293 -3.89703 -4.39709 -4.08875 -2.94772 -2.24307 -0.251915 3.93533 5.61477 4.85295 4.34009 3.45974 2.25774 0.212189 -2.6901 -4.14413 -4.15024
51.105 -3.51433 -3.4778 -3.23454 -2.98051 -2.70842 -2.56275 -2.95618 -3.77739 -4.23884 -4.19924 -3.54743 -2.98587 -0.915564 3.20932 4.88173 4.51841 4.72047 4.22051 3.05345 0.924504 -2.13214 -3.6784 -3.76983
51.155 -3.45669 -3.45728 -3.24033 -2.98672 -2.68912 -2.52878 -2.89291 -3.65652 -4.07632 -4.24605 -4.00431 -3.57225 -1.51063 2.44059 4.06086 4.07161 4.95954 4.8549 3.75523 1.57963 -1.58276 -3.18871 -3.35536
51.205 -3.30727 -3.43673 -3.24071 -2.98922 -2.67301 -2.50247 -2.83937 -3.54572 -3.92578 -4.22402 -4.30934 -4.01253 -2.03417 1.64985 3.18356 3.54683 5.07977 5.36558 4.35334 2.16422 -1.05595 -2.69288 -2.92433
