50.01 0.0509535 0.00474841 0.491372 0.00426676 0.463324 0.541606 0.148289 0.387332 0.0299278 0.101652 0.000933514 0.39646 0.723085 0.00132521 0.143556 0.00676079 0.297241 0.000410805 0.19386 0.90094 0.00312283 0.11733 0.782633 0.863443 2.54815e-06 0.1346 0.876539 0.00360671 0.441026 0.995398 0.841492 5.54516e-06 0.341036 0.62072 0.00686354 0.861386 0.956062 0.312269 3.3942e-05 0.692623 0.668251 0.015424 0.00253386 0.991241 0.842525 3.25832e-06 0.0400048 0.537794 0.00264122 0.439042 0.376808 0.423649 0.363597 0.408255 0.350385 0.392862 0.337174 0.240525 0.474912 0.230716 0.455545 0.220907 0.436178 0.321415 0.535297 0.30648 0.510424 0.291546 0.485552 0.841838 0.434793 0.796386 0.411318 0.750933 0.387842 0.810757 0.207235 0.758522 0.193884 0.706287 0.180532 0.439637 0.169625 0.404526 0.156078 0.369415 0.142531 0.334304 0.128985 0.377711 0.132014 0.333386 0.116522 0.289061 0.10103 0.244736 0.0855376
50.06 0.0507546 0.00490506 0.491525 0.00445039 0.467105 0.53586 0.148363 0.404505 0.0376423 0.0985046 0.00109091 0.419555 0.693903 0.00134953 0.1677 0.00651641 0.256988 0.000464826 0.210514 0.897726 0.00313135 0.102508 0.657059 0.850491 3.49959e-06 0.123691 0.886068 0.00340979 0.402374 0.99374 0.851479 4.67396e-06 0.317059 0.65373 0.00647858 0.85013 0.97705 0.397472 1.90659e-05 0.674037 0.668255 0.0158169 0.00298719 0.991267 0.839234 3.04224e-06 0.0400193 0.537635 0.0027507 0.439014 0.36987 0.423621 0.356902 0.408229 0.343934 0.392836 0.330966 0.247142 0.450257 0.237064 0.431896 0.226985 0.413534 0.286435 0.532549 0.273126 0.507804 0.259816 0.483059 0.808483 0.444539 0.764831 0.420538 0.72118 0.396537 0.806364 0.222314 0.754412 0.207991 0.70246 0.193668 0.486103 0.168166 0.447281 0.154736 0.408459 0.141306 0.369638 0.127875 0.376818 0.131953 0.332598 0.116468 0.288377 0.100983 0.244157 0.0854982
50.11 0.0506215 0.00505537 0.491685 0.004626 0.470842 0.530739 0.148537 0.420432 0.0476008 0.0962192 0.00126798 0.442986 0.665433 0.00137962 0.195521 0.00674867 0.224507 0.000517104 0.228505 0.89217 0.00315705 0.0915421 0.45476 0.823845 6.13033e-06 0.116152 0.89416 0.00324362 0.363994 0.99132 0.860182 3.9082e-06 0.292577 0.686558 0.00607783 0.83175 0.984862 0.477751 1.28028e-05 0.65116 0.671786 0.016057 0.00354093 0.991302 0.836484 2.809e-06 0.0399042 0.537535 0.00284956 0.439025 0.363504 0.423632 0.350759 0.408239 0.338014 0.392846 0.325269 0.254842 0.424952 0.244449 0.407622 0.234057 0.390292 0.260406 0.528306 0.248306 0.503758 0.236206 0.47921 0.757967 0.452901 0.717043 0.428448 0.676119 0.403995 0.801022 0.238838 0.749414 0.223451 0.697807 0.208063 0.526018 0.168646 0.484008 0.155178 0.441999 0.141709 0.399989 0.12824 0.376016 0.131909 0.331889 0.116429 0.287763 0.100949 0.243637 0.0854696
50.16 0.0505569 0.00519938 0.491852 0.00479195 0.474504 0.526258 0.148806 0.435141 0.0604367 0.0947919 0.00145718 0.466444 0.638032 0.00141568 0.226566 0.00742307 0.198175 0.000572271 0.247914 0.883218 0.00319986 0.0843762 0.216319 0.772919 1.47247e-05 0.11272 0.900875 0.00310622 0.325131 0.987723 0.867704 3.29157e-06 0.267988 0.717671 0.00567323 0.805913 0.987949 0.548251 9.64185e-06 0.625293 0.678286 0.0161306 0.00419183 0.991345 0.834364 2.58392e-06 0.0396598 0.537506 0.00293352 0.439075 0.357709 0.42368 0.345168 0.408286 0.332626 0.392891 0.320084 0.263723 0.399513 0.252968 0.383221 0.242213 0.366928 0.242048 0.52231 0.230801 0.49804 0.219554 0.473771 0.684108 0.45986 0.647172 0.435031 0.610236 0.410203 0.794752 0.256032 0.743548 0.239537 0.692344 0.223041 0.559444 0.170921 0.514765 0.157271 0.470086 0.143621 0.425407 0.12997 0.375334 0.131885 0.331288 0.116408 0.287242 0.100931 0.243196 0.0854544
50.21 0.0505633 0.00533728 0.492025 0.00494632 0.478069 0.522453 0.149167 0.448665 0.0770332 0.0942714 0.00164578 0.48958 0.611913 0.00145788 0.260259 0.00861162 0.176696 0.000635942 0.268877 0.869608 0.00326008 0.0813369 0.0777482 0.694903 3.9519e-05 0.114006 0.90622 0.00299619 0.285661 0.982258 0.874088 2.83914e-06 0.243757 0.746297 0.0052767 0.772492 0.988884 0.607734 7.77118e-06 0.597124 0.687187 0.0160298 0.00493124 0.991398 0.832924 2.38152e-06 0.0392996 0.537556 0.00299922 0.439165 0.352498 0.423767 0.340139 0.408369 0.32778 0.392971 0.315421 0.274008 0.374361 0.262833 0.359094 0.251659 0.343828 0.230157 0.514083 0.219463 0.490196 0.208769 0.466309 0.597545 0.465358 0.565282 0.440232 0.53302 0.415107 0.787452 0.273209 0.736719 0.255607 0.685985 0.238005 0.58645 0.174775 0.539614 0.160817 0.492778 0.146859 0.445943 0.132901 0.374798 0.131885 0.330815 0.116408 0.286832 0.100931 0.242848 0.0854545
50.26 0.0506428 0.00546929 0.4922 0.0050868 0.481512 0.519382 0.149614 0.461031 0.0986882 0.0947755 0.00181451 0.512017 0.587213 0.00150635 0.295954 0.0104931 0.159069 0.00071473 0.291552 0.850815 0.00333843 0.0826693 0.0311094 0.604065 8.73989e-05 0.119569 0.910207 0.00291236 0.247281 0.973844 0.879304 2.53365e-06 0.220429 0.772137 0.00489942 0.731713 0.988456 0.656911 6.50913e-06 0.566948 0.698013 0.0157537 0.00574365 0.991461 0.832185 2.20691e-06 0.0388448 0.537684 0.00304437 0.439294 0.347894 0.423892 0.335697 0.40849 0.323499 0.393088 0.311301 0.286073 0.349829 0.274407 0.335563 0.262741 0.321296 0.223658 0.503099 0.213266 0.479723 0.202873 0.456346 0.51532 0.469359 0.487497 0.444018 0.459674 0.418676 0.779056 0.289844 0.728863 0.27117 0.678671 0.252496 0.607221 0.179981 0.558726 0.165607 0.510231 0.151233 0.461737 0.13686 0.374424 0.13191 0.330485 0.11643 0.286545 0.100951 0.242606 0.0854707
50.31 0.0507967 0.00559562 0.492378 0.00521059 0.484811 0.517139 0.150142 0.472245 0.12742 0.0965251 0.00193655 0.53335 0.564038 0.00156113 0.333006 0.0133788 0.144539 0.000815447 0.316094 0.82722 0.00343608 0.0883707 0.0160397 0.515489 0.000150904 0.128374 0.912897 0.00285346 0.212211 0.960918 0.88324 2.34455e-06 0.198555 0.795149 0.0045502 0.684294 0.98677 0.697218 5.57e-06 0.534879 0.710401 0.0153111 0.00660567 0.991532 0.832141 2.0595e-06 0.0383191 0.537887 0.00306782 0.439465 0.343943 0.424057 0.331884 0.408648 0.319825 0.39324 0.307766 0.300527 0.326186 0.288271 0.312884 0.276015 0.299582 0.221633 0.489043 0.211335 0.466319 0.201036 0.443596 0.443201 0.471914 0.419272 0.446435 0.395343 0.420955 0.769577 0.305562 0.719996 0.285875 0.670414 0.266189 0.622125 0.186335 0.57244 0.171453 0.522755 0.156572 0.47307 0.141691 0.374222 0.13196 0.330306 0.116474 0.286391 0.100989 0.242475 0.0855028
50.36 0.0510259 0.00571631 0.492556 0.00531415 0.487943 0.515863 0.150746 0.482276 0.166552 0.0999146 0.00197723 0.553133 0.542499 0.00162217 0.370831 0.0177686 0.132548 0.000944307 0.342601 0.799675 0.00355462 0.0984188 0.0103421 0.437017 0.000217135 0.139552 0.914378 0.00281808 0.181746 0.94127 0.885686 2.25178e-06 0.178593 0.815421 0.00423448 0.631524 0.98352 0.730159 4.82585e-06 0.501028 0.72407 0.0147194 0.00748606 0.99161 0.832772 1.93619e-06 0.0377451 0.538154 0.00306946 0.439677 0.340712 0.424261 0.328766 0.408845 0.316821 0.39343 0.304875 0.318345 0.303666 0.305363 0.291282 0.292381 0.278899 0.223349 0.471889 0.212971 0.449962 0.202593 0.428036 0.381668 0.47314 0.361061 0.447594 0.340454 0.422049 0.758949 0.320119 0.710052 0.299495 0.661155 0.27887 0.631683 0.193662 0.581235 0.178196 0.530787 0.162729 0.480338 0.147263 0.374194 0.132033 0.330281 0.116538 0.286369 0.101044 0.242457 0.0855499
50.41 0.0513304 0.0058311 0.492734 0.00539288 0.490883 0.515775 0.15142 0.491021 0.221865 0.105661 0.00189618 0.570841 0.522735 0.00168926 0.408981 0.0244584 0.122708 0.00110573 0.371074 0.769214 0.00369603 0.112879 0.00788811 0.370959 0.000278256 0.152554 0.914708 0.00280501 0.156192 0.911591 0.886283 2.25643e-06 0.160843 0.833108 0.00395459 0.575172 0.977974 0.757017 4.21886e-06 0.465639 0.738773 0.0140029 0.00834718 0.991693 0.834051 1.83316e-06 0.0371421 0.538476 0.00305007 0.43993 0.338307 0.424506 0.326445 0.409081 0.314584 0.393656 0.302722 0.341162 0.28249 0.327249 0.27097 0.313336 0.25945 0.228286 0.451867 0.217679 0.430871 0.207071 0.409875 0.330364 0.47317 0.312527 0.447623 0.294691 0.422076 0.746809 0.333371 0.698694 0.311893 0.650579 0.290415 0.636499 0.201816 0.585666 0.185698 0.534833 0.16958 0.484 0.153463 0.374336 0.132126 0.330407 0.11662 0.286478 0.101115 0.242549 0.0856101
50.46 0.0517094 0.00593911 0.492911 0.00544053 0.493599 0.517224 0.152156 0.498245 0.303664 0.115131 0.00165639 0.585783 0.504952 0.00176194 0.447205 0.0347418 0.114773 0.00129961 0.401374 0.736879 0.00386262 0.131876 0.00681283 0.316735 0.000332539 0.167085 0.913881 0.0028134 0.135271 0.866398 0.884399 2.39104e-06 0.145478 0.848397 0.00371051 0.517257 0.968798 0.778761 3.72598e-06 0.429172 0.754252 0.0131899 0.00914767 0.991779 0.835941 1.74688e-06 0.0365261 0.53884 0.00301113 0.440226 0.33689 0.424791 0.325078 0.409356 0.313266 0.393922 0.301454 0.371816 0.2629 0.356653 0.252179 0.34149 0.241458 0.236184 0.42939 0.22521 0.409439 0.214236 0.389487 0.288722 0.472119 0.273134 0.446628 0.257545 0.421138 0.732301 0.34525 0.685121 0.323007 0.637941 0.300763 0.637159 0.210652 0.586273 0.193828 0.535388 0.177005 0.484502 0.160182 0.374642 0.132235 0.330677 0.116717 0.286712 0.101199 0.242747 0.0856813
