0.01 9.73864e-15 9.73864e-15 -3.99753e-15 -3.99753e-15 -3.97869e-15 2.38483e-14 2.38483e-14 2.38541e-14 -3.97736e-14 -3.97736e-14 -3.97721e-14 2.38663e-14 2.38663e-14 2.3869e-14 2.38432e-14 2.38432e-14 2.38205e-14 2.77391e-14 2.77391e-14 2.76857e-14 0.99843 0.00813267 0.999144 0.00818534 0.0191147 0.999633 0.0165972 0.999433 0.0179993 0.99973 0.0225826 0.999674 0.0327682 0.99974 0.0135891 0.999544 0.0330103 0.999452 0.0277794 0.99976 0.0127159 0.999487 0.0147864 0.999537 0.0192709 0.999732 0.0173883 0.999723 0.028058 0.999531 0.0229138 0.999704 0.0165886 0.99945 0.0147989 0.999727 0.0131328 0.999659 0.0167728 0.999649 0.0355456 0.0355727 0.034805 0.0348316 0.0340645 0.0340905 0.033324 0.0333494 0.0325834 0.0326083 0.0318429 0.0318672 -0.0115871 -0.0117276 -0.0113113 -0.0114113 -0.0110354 -0.0110969 -0.0105771 -0.0100406 -0.0103059 -0.0102749 -0.0100347 -0.0104832 -0.00925335 -0.00951137 -0.00899631 -0.00960223 -0.00873927 -0.0096728 -0.0092964 -0.0090982 -0.00901469 -0.00886319 -0.00873298 -0.00862564 -0.00791276 -0.00812304 -0.00764901 -0.0079752 -0.00738525 -0.00781888 -0.00760723 -0.00766752 -0.00732548 -0.0073195 -0.00704373 -0.00697641
0.05 0.0964706 0.0964961 0.275136 0.275752 0.21007 0.00390518 0.00336069 -0.0109641 -0.0102262 -0.010254 -0.00956819 -0.00793422 -0.00793375 -0.00705082 -0.00524379 -0.0052438 -0.00435565 -0.00269818 -0.00269817 -0.00196444 0.999143 0.00741985 0.99948 0.00762219 0.0192824 0.999492 0.0167928 0.999426 0.0182107 0.99959 0.0225774 0.999523 0.0326098 0.999671 0.013896 0.999448 0.0325323 0.99935 0.0277246 0.999659 0.0129185 0.999372 0.0149243 0.999421 0.0193732 0.999653 0.0176094 0.999593 0.0278559 0.999404 0.0229555 0.999623 0.0167094 0.999331 0.0149803 0.999584 0.0133121 0.999599 0.0169122 0.999526 0.145562 0.145653 0.14253 0.142619 0.139497 0.139585 0.136465 0.13655 0.133432 0.133516 0.130399 0.130481 -0.0474273 -0.0480025 -0.0462981 -0.0467049 -0.0451689 -0.0454148 -0.0433109 -0.0411346 -0.0422003 -0.0420659 -0.0410898 -0.0428926 -0.0379439 -0.0389535 -0.0368899 -0.0393116 -0.0358359 -0.0395873 -0.0380532 -0.0372459 -0.0369 -0.0362775 -0.0357469 -0.0352991 -0.0324196 -0.0332592 -0.031339 -0.03265 -0.0302583 -0.0320065 -0.0311348 -0.0313834 -0.0299816 -0.0299598 -0.0288285 -0.0285564
0.09 0.324553 0.324637 0.906694 0.908661 0.696578 0.0273236 0.0255585 -0.0218357 -0.0211414 -0.0212083 -0.0200141 -0.0168617 -0.0168695 -0.0150943 -0.011358 -0.0113567 -0.0094739 -0.00590123 -0.0059013 -0.00430253 0.99948 0.00696061 0.999656 0.00725227 0.0196961 0.999322 0.017204 0.999384 0.0185975 0.999423 0.0225846 0.999348 0.0324665 0.999579 0.0141928 0.999319 0.0320725 0.999208 0.0276626 0.999544 0.0131151 0.999231 0.015058 0.999275 0.0194693 0.999555 0.0178208 0.999435 0.0276606 0.999247 0.0229927 0.999523 0.0168271 0.99919 0.0151579 0.999411 0.0134887 0.999515 0.0170488 0.99937 0.217729 0.217849 0.213193 0.213311 0.208657 0.208772 0.204121 0.204234 0.199585 0.199695 0.195049 0.195157 -0.0708729 -0.0717372 -0.0691854 -0.0697954 -0.067498 -0.067865 -0.0647804 -0.061559 -0.0631194 -0.0629067 -0.0614583 -0.0641003 -0.056841 -0.0582764 -0.055262 -0.0587882 -0.0536831 -0.0591782 -0.0568951 -0.0556954 -0.055171 -0.0542368 -0.0534469 -0.0527638 -0.0485216 -0.0497427 -0.0469042 -0.0488252 -0.0452868 -0.0478566 -0.0465442 -0.0469189 -0.0448203 -0.0447921 -0.0430965 -0.0426952
0.13 0.577613 0.577761 1.5959 1.59947 1.23039 0.061507 0.0582253 -0.0235948 -0.0237548 -0.0238129 -0.0226559 -0.0192234 -0.0192565 -0.0172904 -0.0130954 -0.0130897 -0.0109466 -0.00683974 -0.00684018 -0.00499083 0.999658 0.00667701 0.999757 0.00702226 0.0204443 0.999123 0.0179107 0.999313 0.0192229 0.99923 0.0226148 0.999147 0.0323493 0.999466 0.014482 0.999155 0.0316348 0.999029 0.0275983 0.999413 0.0133076 0.999059 0.0151891 0.999095 0.0195616 0.999439 0.0180246 0.999247 0.0274735 0.999059 0.0230274 0.999404 0.0169429 0.999023 0.0153322 0.999206 0.0136631 0.999408 0.017183 0.99918 0.265061 0.265197 0.259539 0.259672 0.254017 0.254147 0.248495 0.248622 0.242973 0.243097 0.237451 0.237572 -0.086124 -0.087189 -0.0840735 -0.0848306 -0.0820229 -0.082486 -0.0788549 -0.0749782 -0.0768329 -0.0765606 -0.074811 -0.0779586 -0.0693077 -0.0709601 -0.0673825 -0.071551 -0.0654573 -0.0719954 -0.0692313 -0.0677821 -0.0671334 -0.0659928 -0.0650355 -0.064187 -0.0591071 -0.0605491 -0.0571369 -0.0594234 -0.0551666 -0.0582361 -0.0566268 -0.057087 -0.0545295 -0.0545011 -0.0524323 -0.0519514
0.17 0.800898 0.801101 2.19879 2.20397 1.69905 0.095278 0.0903849 -0.0200887 -0.0213137 -0.0212793 -0.0204168 -0.0173384 -0.0174197 -0.0156588 -0.0119062 -0.0118944 -0.00996109 -0.0062344 -0.00623549 -0.00455164 0.99976 0.00652102 0.99982 0.00689795 0.0215342 0.998895 0.0189216 0.999217 0.0200873 0.999009 0.022672 0.998915 0.03226 0.999328 0.0147658 0.998956 0.0312226 0.998812 0.0275359 0.999263 0.013498 0.998856 0.0153198 0.998879 0.0196526 0.999301 0.018223 0.99903 0.0272967 0.998836 0.0230616 0.999262 0.0170579 0.998824 0.0155039 0.998967 0.0138359 0.999277 0.0173154 0.99895 0.296106 0.29625 0.289937 0.290079 0.283768 0.283907 0.277599 0.277735 0.27143 0.271563 0.265262 0.265391 -0.0959305 -0.0971459 -0.0936465 -0.0945276 -0.0913624 -0.0919243 -0.0880715 -0.0837952 -0.0858132 -0.0854963 -0.083555 -0.0869948 -0.0775501 -0.0792872 -0.0753959 -0.0799082 -0.0732417 -0.0803678 -0.077298 -0.0756936 -0.0749557 -0.0736786 -0.0726133 -0.0716462 -0.0660709 -0.0676302 -0.0638685 -0.0663619 -0.0616661 -0.0650257 -0.063214 -0.0637331 -0.0608728 -0.060848 -0.0585315 -0.0580033
0.21 0.977797 0.97804 2.67396 2.68064 2.06959 0.123771 0.117279 -0.0148924 -0.017142 -0.0169305 -0.016437 -0.0139041 -0.0140556 -0.0126233 -0.00961592 -0.00959539 -0.00804469 -0.00504226 -0.00504379 -0.0036824 0.999822 0.0064613 0.99986 0.00685603 0.0229442 0.998634 0.02022 0.999097 0.0211676 0.998759 0.0227559 0.998649 0.0321948 0.999165 0.0150452 0.998721 0.0308363 0.998556 0.0274774 0.999093 0.0136872 0.998618 0.0154507 0.998624 0.0197437 0.99914 0.0184171 0.998779 0.0271306 0.998577 0.0230962 0.999098 0.0171727 0.998593 0.0156735 0.998692 0.0140074 0.999119 0.0174464 0.998679 0.316472 0.316622 0.309879 0.310025 0.303285 0.303429 0.296692 0.296833 0.290099 0.290237 0.283506 0.28364 -0.102099 -0.103439 -0.0996683 -0.100672 -0.0972374 -0.0979192 -0.0940946 -0.089587 -0.091682 -0.0913331 -0.0892693 -0.0928665 -0.0830149 -0.0847545 -0.080709 -0.0853737 -0.078403 -0.085823 -0.0825623 -0.0808652 -0.0800604 -0.0786934 -0.0775585 -0.0765043 -0.0706558 -0.0722664 -0.0683006 -0.0708986 -0.0659454 -0.069459 -0.0675072 -0.0680679 -0.0650069 -0.0649885 -0.0625066 -0.0619521
0.25 1.10961 1.10987 3.02659 3.03463 2.34548 0.146102 0.138081 -0.00980149 -0.0130035 -0.0125482 -0.0124123 -0.0104004 -0.0106391 -0.00952802 -0.00726138 -0.00723128 -0.00606533 -0.00380579 -0.00380769 -0.00278141 0.999862 0.00647643 0.999888 0.00687991 0.0246473 0.99834 0.0217843 0.998952 0.0224356 0.998478 0.0228647 0.998347 0.0321485 0.998977 0.0153204 0.998446 0.0304749 0.99826 0.027423 0.9989 0.0138754 0.998345 0.0155822 0.998331 0.0198349 0.998955 0.0186072 0.998495 0.026975 0.998279 0.0231316 0.99891 0.0172874 0.998325 0.015841 0.998378 0.0141776 0.998935 0.0175759 0.998364 0.329838 0.329991 0.322967 0.323117 0.316095 0.316242 0.309223 0.309367 0.302352 0.302492 0.29548 0.295617 -0.105821 -0.107274 -0.103301 -0.104438 -0.100782 -0.101617 -0.0980165 -0.0933893 -0.0955032 -0.0951342 -0.09299 -0.0966613 -0.0866518 -0.088344 -0.0842448 -0.0889407 -0.0818378 -0.0893631 -0.0859864 -0.0842382 -0.0833808 -0.0819552 -0.0807751 -0.0796553 -0.0736773 -0.0752978 -0.0712214 -0.0738585 -0.0687655 -0.0723453 -0.0702943 -0.0708856 -0.0676908 -0.0676804 -0.0650873 -0.0645199
0.29 1.20414 1.20441 3.27844 3.28769 2.54331 0.162998 0.15355 -0.00551785 -0.00957187 -0.00883313 -0.00901065 -0.00742602 -0.00776345 -0.0069129 -0.00525792 -0.0052193 -0.00438137 -0.00275445 -0.00275574 -0.00201322 0.999889 0.00655115 0.999907 0.00695727 0.0266192 0.99801 0.0235948 0.998784 0.0238649 0.998164 0.0229959 0.998006 0.0321164 0.998763 0.0155912 0.998133 0.0301363 0.997924 0.0273724 0.998683 0.0140625 0.998033 0.015714 0.997996 0.0199261 0.998745 0.0187932 0.998175 0.0268293 0.997942 0.0231675 0.998697 0.017402 0.998019 0.0160064 0.998023 0.0143465 0.998723 0.017704 0.998004 0.338619 0.338774 0.331564 0.331716 0.32451 0.324658 0.317455 0.3176 0.310401 0.310542 0.303346 0.303485 -0.107881 -0.109445 -0.105312 -0.106604 -0.102744 -0.103774 -0.100554 -0.0958823 -0.0979756 -0.0975973 -0.0953973 -0.0990927 -0.0890839 -0.0906999 -0.0866093 -0.0912608 -0.0841348 -0.0916456 -0.0882018 -0.0864304 -0.085529 -0.084066 -0.0828562 -0.0816858 -0.0756705 -0.0772753 -0.0731481 -0.0757828 -0.0706258 -0.0742155 -0.0720926 -0.0727073 -0.0694225 -0.0694212 -0.0667524 -0.0661808
0.33 1.2703 1.27056 3.45381 3.46413 2.6818 0.175681 0.164917 -0.00214636 -0.00697856 -0.00594552 -0.00638267 -0.00512194 -0.00555995 -0.00490799 -0.00371015 -0.00366528 -0.00307612 -0.00194019 -0.00194014 -0.00141865 0.999907 0.00667421 0.99992 0.00707872 0.028841 0.997642 0.0256364 0.99859 0.0254334 0.997815 0.0231474 0.997624 0.0320947 0.998523 0.0158573 0.99778 0.0298188 0.997546 0.0273249 0.998441 0.0142481 0.997683 0.0158459 0.99762 0.020017 0.998509 0.018975 0.997818 0.0266925 0.997563 0.0232037 0.998459 0.0175162 0.997673 0.0161697 0.997625 0.014514 0.998482 0.0178305 0.997596 0.344396 0.344551 0.337221 0.337373 0.330046 0.330195 0.322871 0.323017 0.315696 0.315838 0.308522 0.30866 -0.1088 -0.110479 -0.106209 -0.107682 -0.103619 -0.104893 -0.102178 -0.0975131 -0.0995576 -0.0991806 -0.0969377 -0.100629 -0.0907203 -0.0922451 -0.0882003 -0.0927614 -0.0856803 -0.0931018 -0.0896227 -0.0878469 -0.0869068 -0.085421 -0.084191 -0.0829805 -0.0769863 -0.0785606 -0.0744201 -0.0770267 -0.0718539 -0.0754181 -0.0732411 -0.073875 -0.0705284 -0.0705371 -0.0678158 -0.0672456
0.37 1.31593 1.31618 3.57387 3.58515 2.77734 0.18532 0.173351 0.000437159 -0.00513054 -0.0038087 -0.00445754 -0.00342787 -0.00396716 -0.00345638 -0.00257751 -0.00253022 -0.00212032 -0.00134512 -0.00134247 -0.00098316 0.999921 0.00683704 0.99993 0.00723692 0.0312995 0.997234 0.0278985 0.998371 0.0271235 0.997428 0.0233175 0.997202 0.0320807 0.998255 0.0161183 0.997387 0.0295204 0.997126 0.02728 0.998173 0.0144321 0.997294 0.0159776 0.997203 0.0201074 0.998247 0.0191524 0.997424 0.026564 0.997142 0.02324 0.998194 0.0176299 0.997288 0.0163306 0.997184 0.01468 0.998212 0.0179555 0.997142 0.348207 0.348362 0.340953 0.341104 0.333699 0.333846 0.326444 0.326589 0.31919 0.319331 0.311936 0.312074 -0.108921 -0.11072 -0.106328 -0.10801 -0.103734 -0.105304 -0.103197 -0.0985756 -0.100551 -0.100185 -0.0979045 -0.101577 -0.0918299 -0.0932569 -0.0892791 -0.0937232 -0.0867282 -0.0940148 -0.0905209 -0.0887537 -0.0877778 -0.0862795 -0.0850347 -0.0837919 -0.0778553 -0.0793908 -0.0752601 -0.0778233 -0.0726649 -0.0761814 -0.0739624 -0.0746129 -0.071223 -0.0712422 -0.0684837 -0.0679182
