50.005 0.0508937 0.999959 0.173731 0.97737 0.136003 0.734625 2.44163e-08 0.0287108 0.999307 0.573827 0.99939 0.685528 0.379304 1.02345e-08 0.610299 0.000231788 0.720549 0.999983 0.919217 0.521669 4.05504e-08 0.946162 1.81716e-05 0.378133 0.999928 0.752088 0.775753 4.60799e-07 0.878772 0.0379837 0.0395166 0.993786 0.237893 0.852503 8.84721e-07 0.250611 0.999693 0.0398547 0.962728 0.0873528 0.7832 2.04311e-07 0.0329566 0.999971 0.163181 0.948399 0.14731 0.468487 2.68806e-08
50.055 0.0609593 0.999957 0.144897 0.975183 0.119664 0.75567 2.81765e-08 0.0271578 0.999794 0.4824 0.998769 0.612433 0.380644 1.0067e-08 0.47424 0.000834414 0.745901 0.999979 0.91688 0.48826 2.94695e-08 0.936214 1.74006e-05 0.441216 0.999952 0.79836 0.747561 3.53631e-07 0.912163 0.00252877 0.0606797 0.997012 0.298945 0.853801 9.46912e-07 0.306673 0.999459 0.0358177 0.964556 0.0874568 0.800552 2.64295e-07 0.0501946 0.999968 0.137018 0.939838 0.122363 0.509699 3.44384e-08
50.105 0.0729357 0.999952 0.121594 0.973395 0.106725 0.77527 3.25699e-08 0.0284181 0.999902 0.400287 0.997695 0.535723 0.388688 1.03981e-08 0.325696 0.00425032 0.767701 0.999971 0.907277 0.457701 2.21373e-08 0.920807 1.82339e-05 0.500144 0.999966 0.835341 0.715932 2.63682e-07 0.932762 0.000393314 0.0905301 0.998519 0.371106 0.851851 9.63637e-07 0.37644 0.998898 0.0323615 0.967474 0.0905689 0.815864 3.39723e-07 0.0765775 0.999961 0.115954 0.932862 0.103683 0.550524 4.42886e-08
50.155 0.0872617 0.999945 0.1027 0.972009 0.0965723 0.793324 3.76508e-08 0.0317191 0.999936 0.330139 0.995988 0.460339 0.403294 1.12333e-08 0.197561 0.026443 0.785771 0.999958 0.888786 0.43071 1.72871e-08 0.897989 2.09495e-05 0.553555 0.999975 0.864192 0.681587 1.91646e-07 0.944927 0.000114805 0.129952 0.999237 0.450025 0.846245 9.30153e-07 0.460756 0.997326 0.0293918 0.971361 0.0974912 0.829222 4.31622e-07 0.116604 0.999947 0.0989066 0.927878 0.0901916 0.589934 5.71064e-08
50.205 0.104572 0.999935 0.0873116 0.97101 0.0887379 0.809812 4.34722e-08 0.0366983 0.99995 0.272094 0.993503 0.390416 0.42396 1.26204e-08 0.111492 0.159659 0.796311 0.999933 0.860146 0.407966 1.40883e-08 0.864816 2.67971e-05 0.600945 0.99998 0.886119 0.645396 1.36378e-07 0.951406 5.13709e-05 0.178975 0.99959 0.530274 0.836607 8.52039e-07 0.557129 0.992166 0.0268514 0.975968 0.109482 0.840675 5.3902e-07 0.177052 0.999915 0.0850252 0.925066 0.0811987 0.627144 7.38019e-08
50.255 0.125723 0.999919 0.0747121 0.970369 0.0828832 0.824772 5.00824e-08 0.0431538 0.999955 0.224934 0.990185 0.328573 0.449792 1.46474e-08 0.0636728 0.700983 0.77804 0.999876 0.820531 0.390076 1.20128e-08 0.817 3.93325e-05 0.642405 0.999984 0.902148 0.608311 9.5658e-08 0.953709 3.06884e-05 0.236224 0.999769 0.606715 0.822627 7.43069e-07 0.657743 0.972618 0.0247637 0.980928 0.128259 0.850216 6.57781e-07 0.267792 0.999824 0.0736465 0.924439 0.0765041 0.661597 9.55925e-08
50.305 0.151829 0.999893 0.0643382 0.970056 0.0787889 0.838272 5.75219e-08 0.0509714 0.999957 0.186951 0.986121 0.275867 0.479476 1.74435e-08 0.0409685 0.98408 0.702777 0.999719 0.768612 0.377613 1.07371e-08 0.748678 6.95081e-05 0.678378 0.999985 0.912908 0.571283 6.67906e-08 0.952498 2.23525e-05 0.299007 0.999864 0.675586 0.804105 6.20065e-07 0.750642 0.89035 0.023439 0.985888 0.155783 0.857774 7.79597e-07 0.400239 0.999479 0.0642581 0.92594 0.0765816 0.692926 1.24037e-07
50.355 0.184307 0.999851 0.0557477 0.970041 0.0763509 0.8504 6.58175e-08 0.060132 0.999955 0.156436 0.981534 0.232168 0.511645 2.11842e-08 0.0314772 0.998508 0.608065 0.999381 0.704307 0.37119 1.00766e-08 0.653125 0.000158137 0.709465 0.999984 0.918488 0.535219 4.70393e-08 0.947824 1.87442e-05 0.363921 0.999915 0.734878 0.781025 4.97848e-07 0.825565 0.534424 0.0245451 0.990771 0.193907 0.863201 8.91823e-07 0.575072 0.997501 0.0564766 0.929547 0.0828312 0.720872 1.60943e-07
50.405 0.224921 0.999774 0.0485933 0.970304 0.0755873 0.861247 7.49757e-08 0.0707495 0.999952 0.131883 0.976748 0.196652 0.54511 2.61011e-08 0.0283042 0.999667 0.513234 0.998736 0.630459 0.371319 9.9361e-09 0.526812 0.00049901 0.736297 0.999981 0.918435 0.500955 3.38311e-08 0.939228 1.74962e-05 0.42767 0.999944 0.784108 0.753682 3.86519e-07 0.878885 0.0487697 0.0339099 0.995265 0.244581 0.866271 9.78777e-07 0.756099 0.980983 0.0501226 0.935487 0.0974132 0.745211 2.08002e-07
50.455 0.275762 0.999619 0.042602 0.970832 0.0766616 0.8709 8.49717e-08 0.0831061 0.999946 0.112049 0.972116 0.168207 0.578799 3.24979e-08 0.0286424 0.999868 0.426147 0.997611 0.551784 0.37827 1.02818e-08 0.379317 0.00226143 0.759429 0.999974 0.91165 0.469261 2.50809e-08 0.925739 1.78824e-05 0.487692 0.999961 0.823816 0.72269 2.91287e-07 0.913308 0.00298107 0.0525128 0.997763 0.309008 0.866638 1.02462e-06 0.885138 0.829951 0.0461236 0.944804 0.121915 0.765739 2.6607e-07
50.505 0.339028 0.99927 0.0375592 0.971618 0.0799257 0.879436 9.57339e-08 0.0976752 0.999937 0.095939 0.967953 0.145696 0.61181 4.07751e-08 0.0313592 0.999924 0.350765 0.995814 0.473675 0.391985 1.11271e-08 0.239813 0.0134521 0.779054 0.999963 0.89654 0.440872 1.92943e-08 0.905761 1.9961e-05 0.542408 0.999972 0.855068 0.688769 2.13741e-07 0.934409 0.000431465 0.0792559 0.998904 0.384765 0.863914 1.01846e-06 0.95028 0.163444 0.0525374 0.961565 0.156472 0.782334 3.3434e-07
50.555 0.416319 0.998365 0.0332974 0.972666 0.0859856 0.88691 1.0712e-07 0.115135 0.999924 0.0827733 0.964488 0.128098 0.643445 5.14694e-08 0.0359525 0.999944 0.288 0.993191 0.400804 0.412029 1.2526e-08 0.137671 0.0841145 0.793408 0.999943 0.87164 0.41649 1.54726e-08 0.876857 2.458e-05 0.591145 0.999978 0.879076 0.65277 1.53288e-07 0.946782 0.00012022 0.115225 0.999438 0.466816 0.857807 9.59429e-07 0.977545 0.00493017 0.0776 0.978682 0.201556 0.794948 4.09593e-07
50.605 0.507074 0.995615 0.0296932 0.973987 0.0957721 0.893353 1.18885e-07 0.136385 0.999905 0.0719422 0.96185 0.11457 0.673213 6.53115e-08 0.0421589 0.999953 0.236929 0.989683 0.336213 0.437579 1.45709e-08 0.0773869 0.448955 0.790427 0.999902 0.836035 0.396752 1.29736e-08 0.835432 3.41862e-05 0.633888 0.999982 0.89694 0.61564 1.08066e-07 0.953295 5.22538e-05 0.160866 0.999698 0.549142 0.848 8.57616e-07 0.988657 0.000415374 0.113581 0.988251 0.25681 0.803524 4.85594e-07
